-20 0.00041509
-19.75 0.000439349
-19.5 0.000466048
-19.25 0.000495551
-19 0.000528295
-18.75 0.000564812
-18.5 0.000605755
-18.25 0.000651931
-18 0.000704359
-17.75 0.000764332
-17.5 0.000833526
-17.25 0.000914149
-17 0.00100918
-16.75 0.00112273
-16.5 0.00126068
-16.25 0.00143174
-16 0.00164946
-15.75 0.00193628
-15.5 0.00233218
-15.25 0.00283987
-15 0.00363212
-14.75 0.00391648
-14.5 0.00706596
-14.25 0.0343332
-14 0.0450637
-13.75 0.0526203
-13.5 0.0709783
-13.25 0.100552
-13 0.124941
-12.75 0.175986
-12.5 0.189339
-12.25 0.19532
-12 0.19712
-11.75 0.156188
-11.5 0.0954636
-11.25 0.0645317
-11 0.0571652
-10.75 0.0569926
-10.5 0.051251
-10.25 0.0542776
-10 0.060983
-9.75 0.0787206
-9.5 0.119992
-9.25 0.165018
-9 0.213198
-8.75 0.199396
-8.5 0.212047
-8.25 0.198139
-8 0.191239
-7.75 0.194333
-7.5 0.138773
-7.25 0.112035
-7 0.0726168
-6.75 0.0599851
-6.5 0.0525397
-6.25 0.0466356
-6 0.0400918
-5.75 0.0193992
-5.5 0.00654959
-5.25 0.00411919
-5 0.00308193
-4.75 0.00248415
-4.5 0.00208828
-4.25 0.00180497
-4 0.00165586
-3.75 0.00142547
-3.5 0.0012932
-3.25 0.00118601
-3 0.00109802
-2.75 0.00102514
-2.5 0.00096444
-2.25 0.000913747
-2 0.000871444
-1.75 0.000836297
-1.5 0.000807362
-1.25 0.000783916
-1 0.000765414
-0.75 0.000751546
-0.5 0.000743444
-0.25 0.000735819
0 0.000733865
0.25 0.000735819
0.5 0.000743444
0.75 0.000751546
1 0.000765414
1.25 0.000783916
1.5 0.000807362
1.75 0.000836297
2 0.000871444
2.25 0.000913747
2.5 0.00096444
2.75 0.00102514
3 0.00109802
3.25 0.00118601
3.5 0.0012932
3.75 0.00142547
4 0.00165586
4.25 0.00180497
4.5 0.00208828
4.75 0.00248415
5 0.00308193
5.25 0.00411919
5.5 0.00654959
5.75 0.0193992
6 0.0400918
6.25 0.0466356
6.5 0.0525397
6.75 0.0599851
7 0.0726168
7.25 0.112035
7.5 0.138773
7.75 0.194333
8 0.191239
8.25 0.198139
8.5 0.212047
8.75 0.199396
9 0.213198
9.25 0.165018
9.5 0.119992
9.75 0.0787206
10 0.060983
10.25 0.0542776
10.5 0.051251
10.75 0.0569926
11 0.0571652
11.25 0.0645317
11.5 0.0954636
11.75 0.156188
12 0.19712
12.25 0.19532
12.5 0.189339
12.75 0.175986
13 0.124941
13.25 0.100552
13.5 0.0709783
13.75 0.0526203
14 0.0450637
14.25 0.0343332
14.5 0.00706596
14.75 0.00391648
15 0.00363212
15.25 0.00283987
15.5 0.00233218
15.75 0.00193628
16 0.00164946
16.25 0.00143174
16.5 0.00126068
16.75 0.00112273
17 0.00100918
17.25 0.000914149
17.5 0.000833526
17.75 0.000764332
18 0.000704359
18.25 0.000651931
18.5 0.000605755
18.75 0.000564812
19 0.000528295
19.25 0.000495551
19.5 0.000466048
19.75 0.000439349
20 0.00041509
