-20 0.00021339
-19.75 0.000207526
-19.5 0.000214537
-19.25 0.000233638
-19 0.000235902
-18.75 0.00023723
-18.5 0.000245297
-18.25 0.000254996
-18 0.000266376
-17.75 0.000281323
-17.5 0.000312169
-17.25 0.00051346
-17 0.000353526
-16.75 0.000389373
-16.5 0.000434944
-16.25 0.000367262
-16 0.000373881
-15.75 0.00038899
-15.5 0.000407338
-15.25 0.000428031
-15 0.000450958
-14.75 0.000476251
-14.5 0.000504161
-14.25 0.000535034
-14 0.000569305
-13.75 0.000607515
-13.5 0.000650336
-13.25 0.000698606
-13 0.000753387
-12.75 0.000816032
-12.5 0.000888304
-12.25 0.000972536
-12 0.00107189
-11.75 0.00119078
-11.5 0.00133554
-11.25 0.0015157
-11 0.00174633
-10.75 0.00205309
-10.5 0.00248421
-10.25 0.00314514
-10 0.00433054
-9.75 0.00736421
-9.5 0.0252754
-9.25 0.0411521
-9 0.0470814
-8.75 0.0556392
-8.5 0.0836833
-8.25 0.10459
-8 0.134964
-7.75 0.185464
-7.5 0.199604
-7.25 0.207957
-7 0.154078
-6.75 0.0789803
-6.5 0.0631674
-6.25 0.0662628
-6 0.0528297
-5.75 0.0534654
-5.5 0.0581416
-5.25 0.0687322
-5 0.103009
-4.75 0.142653
-4.5 0.179086
-4.25 0.213896
-4 0.205946
-3.75 0.222128
-3.5 0.213719
-3.25 0.201603
-3 0.204959
-2.75 0.169586
-2.5 0.106913
-2.25 0.0749149
-2 0.0629613
-1.75 0.055265
-1.5 0.0492777
-1.25 0.0435761
-1 0.0326477
-0.75 0.00961271
-0.5 0.00540835
-0.25 0.00406338
0 0.00339909
0.25 0.00301819
0.5 0.00279404
0.75 0.00267749
1 0.0180295
1.25 0.00267749
1.5 0.00279404
1.75 0.00301819
2 0.00339909
2.25 0.00406338
2.5 0.00540835
2.75 0.00961271
3 0.0326477
3.25 0.0435761
3.5 0.0492777
3.75 0.055265
4 0.0629613
4.25 0.0749149
4.5 0.106913
4.75 0.169586
5 0.204959
5.25 0.201603
5.5 0.213719
5.75 0.222128
6 0.205946
6.25 0.213896
6.5 0.179086
6.75 0.142653
7 0.103009
7.25 0.0687322
7.5 0.0581416
7.75 0.0534654
8 0.0528297
8.25 0.0662628
8.5 0.0631674
8.75 0.0789803
9 0.154078
9.25 0.207957
9.5 0.199604
9.75 0.185464
10 0.134964
10.25 0.10459
10.5 0.0836833
10.75 0.0556392
11 0.0470814
11.25 0.0411521
11.5 0.0252754
11.75 0.00736421
12 0.00433054
12.25 0.00314514
12.5 0.00248421
12.75 0.00205309
13 0.00174633
13.25 0.0015157
13.5 0.00133554
13.75 0.00119078
14 0.00107189
14.25 0.000972536
14.5 0.000888304
14.75 0.000816032
15 0.000753387
15.25 0.000698606
15.5 0.000650336
15.75 0.000607515
16 0.000569305
16.25 0.000535034
16.5 0.000504161
16.75 0.000476251
17 0.000450958
17.25 0.000428031
17.5 0.000407338
17.75 0.00038899
18 0.000373881
18.25 0.000367262
18.5 0.000434944
18.75 0.000389373
19 0.000353526
19.25 0.00051346
19.5 0.000312169
19.75 0.000281323
20 0.000266376
