-20 0.000234924
-19.75 0.000248521
-19.5 0.000246162
-19.25 0.000255215
-19 0.000270473
-18.75 0.000282335
-18.5 0.000295312
-18.25 0.000327695
-18 0.000513173
-17.75 0.000693542
-17.5 0.000384079
-17.25 0.000364434
-17 0.000372223
-16.75 0.000386542
-16.5 0.000404016
-16.25 0.000423836
-16 0.000445839
-15.75 0.000470105
-15.5 0.000496832
-15.25 0.000526308
-15 0.000558899
-14.75 0.000595061
-14.5 0.000635354
-14.25 0.000680464
-14 0.000731243
-13.75 0.000788753
-13.5 0.000854335
-13.25 0.000929702
-13 0.00101708
-12.75 0.00111941
-12.5 0.00124064
-12.25 0.00138622
-12 0.00156386
-11.75 0.00178483
-11.5 0.00206611
-11.25 0.00241216
-11 0.00291026
-10.75 0.00360874
-10.5 0.00467324
-10.25 0.00648315
-10 0.0102481
-9.75 0.0231759
-9.5 0.0821996
-9.25 0.110327
-9 0.182223
-8.75 0.209584
-8.5 0.233384
-8.25 0.224075
-8 0.187325
-7.75 0.121184
-7.5 0.0654554
-7.25 0.0483649
-7 0.0420308
-6.75 0.0375113
-6.5 0.061701
-6.25 0.098068
-6 0.117017
-5.75 0.169242
-5.5 0.196365
-5.25 0.220662
-5 0.223541
-4.75 0.213902
-4.5 0.22136
-4.25 0.184091
-4 0.145501
-3.75 0.121316
-3.5 0.0984872
-3.25 0.0605856
-3 0.0486845
-2.75 0.0426749
-2.5 0.0383797
-2.25 0.0349511
-2 0.0320137
-1.75 0.0292436
-1.5 0.0257958
-1.25 0.0139654
-1 0.00517061
-0.75 0.00366725
-0.5 0.00310893
-0.25 0.00379345
0 0.00271577
0.25 0.00269571
0.5 0.00276326
0.75 0.00291889
1 0.00318027
1.25 0.0035867
1.5 0.00421785
1.75 0.00524777
2 0.00713206
2.25 0.0115667
2.5 0.0323857
2.75 0.0873226
3 0.105619
3.25 0.125132
3.5 0.1917
3.75 0.192256
4 0.206691
4.25 0.208405
4.5 0.211938
4.75 0.217807
5 0.194691
5.25 0.155634
5.5 0.132756
5.75 0.116631
6 0.10338
6.25 0.0912817
6.5 0.0612174
6.75 0.0443759
7 0.0405219
7.25 0.0403357
7.5 0.0481283
7.75 0.0407811
8 0.13856
8.25 0.170669
8.5 0.195312
8.75 0.154345
9 0.123439
9.25 0.105457
9.5 0.0816742
9.75 0.0664405
10 0.0564357
10.25 0.0384643
10.5 0.0329229
10.75 0.0298968
11 0.0272965
11.25 0.0233164
11.5 0.0106569
11.75 0.00397293
12 0.00261719
12.25 0.00201512
12.5 0.00165755
12.75 0.00141381
13 0.00123411
13.25 0.00109482
13.5 0.00098306
13.75 0.000891083
14 0.000813907
14.25 0.000748145
14.5 0.000691404
14.75 0.000641935
15 0.000598428
15.25 0.000559879
15.5 0.000525509
15.75 0.00049471
16 0.00046701
16.25 0.000442071
16.5 0.000419737
16.75 0.000400309
17 0.000386357
17.25 0.000408967
17.5 0.000394515
17.75 0.000339722
18 0.000324498
18.25 0.000327497
18.5 0.000494295
18.75 0.000318019
19 0.000291663
19.25 0.000265673
19.5 0.00025065
19.75 0.000240628
20 0.000232644
